Symbol,Trade DATE,NOCP
BERY,44145.66667,52.48
BERY,44146.66667,52.67
BERY,44147.66667,52.65
BERY,44148.66667,53.54
BERY,44151.66667,54.12
BERY,44152.66667,54.69
BERY,44153.66667,53.48
BERY,44154.66667,55.15
BERY,44155.66667,54
BERY,44158.66667,54.22
BERY,44159.66667,54.43
BERY,44160.66667,53.94
BERY,44162.54167,53.62
BERY,44165.66667,53
BERY,44166.66667,55.07
BERY,44167.66667,54.26
BERY,44168.66667,53.59
BERY,44169.66667,54.83
BERY,44172.66667,54.2
BERY,44173.66667,53.49
BERY,44174.66667,53.97
BERY,44175.66667,53.18
BERY,44176.66667,53.15
BERY,44179.66667,52.9
BERY,44180.66667,54.24
BERY,44181.66667,54.24
BERY,44182.66667,54.29
BERY,44183.66667,54.07
BERY,44186.66667,53.83
BERY,44187.66667,53.45
BERY,44188.66667,54.84
BERY,44189.54167,55.66
BERY,44193.66667,55.13
BERY,44194.66667,54.96
BERY,44195.66667,56.15
