Symbol,Trade DATE,NOCP
CAH,43993.66667,52.49
CAH,43994.66667,52.89
CAH,43997.66667,53.46
CAH,43998.66667,54.5
CAH,43999.66667,53.66
CAH,44000.66667,53.11
CAH,44001.66667,53.81
CAH,44004.66667,53.82
CAH,44005.66667,53.48
CAH,44006.66667,52.01
CAH,44007.66667,51.87
CAH,44008.66667,50.55
CAH,44011.66667,51.97
CAH,44012.66667,52.19
CAH,44013.66667,51.68
CAH,44014.66667,51.8
CAH,44018.66667,51.74
CAH,44019.66667,50.22
CAH,44020.66667,50.29
CAH,44021.66667,48.88
CAH,44022.66667,49.36
CAH,44025.66667,49.87
CAH,44026.66667,50.93
CAH,44027.66667,52.09
CAH,44028.66667,52.42
CAH,44029.66667,53.13
CAH,44032.66667,53.15
CAH,44033.66667,55.99
CAH,44034.66667,56.16
CAH,44035.66667,56.55
CAH,44036.66667,56.5
CAH,44039.66667,57.48
CAH,44040.66667,56.58
CAH,44041.66667,57.7
CAH,44042.66667,56.48
CAH,44043.66667,54.62
CAH,44046.66667,58.04
CAH,44047.66667,57.83
CAH,44048.66667,57.6
CAH,44049.66667,53.11
CAH,44050.66667,52.58
CAH,44053.66667,53.06
CAH,44054.66667,53.04
CAH,44055.66667,53.82
CAH,44056.66667,52.43
CAH,44057.66667,53.68
CAH,44060.66667,52.73
CAH,44061.66667,52.05
CAH,44062.66667,51.64
CAH,44063.66667,50.16
CAH,44064.66667,49.85
CAH,44067.66667,49.8
CAH,44068.66667,50.56
CAH,44069.66667,50.95
CAH,44070.66667,50.67
CAH,44071.66667,50.5
CAH,44074.66667,50.76
CAH,44075.66667,49.34
CAH,44076.66667,50.99
CAH,44077.66667,50.02
CAH,44078.66667,49.72
CAH,44082.66667,49.27
CAH,44083.66667,49.54
CAH,44084.66667,48.54
CAH,44085.66667,48.38
CAH,44088.66667,47.05
CAH,44089.66667,46.55
CAH,44090.66667,47.21
CAH,44091.66667,47.3
CAH,44092.66667,47.68
CAH,44095.66667,47.1
CAH,44096.66667,47.08
CAH,44097.66667,45.25
CAH,44098.66667,45.81
CAH,44099.66667,47.43
CAH,44102.66667,47.55
CAH,44103.66667,46.89
CAH,44104.66667,46.95
CAH,44105.66667,46.08
CAH,44106.66667,46.3
CAH,44109.66667,47.15
CAH,44110.66667,46.47
CAH,44111.66667,47.15
CAH,44112.66667,48.68
CAH,44113.66667,48.03
CAH,44116.66667,48.32
CAH,44117.66667,47.92
CAH,44118.66667,48.37
CAH,44119.66667,48.92
CAH,44120.66667,48.79
CAH,44123.66667,47.9
CAH,44124.66667,47.71
CAH,44125.66667,47.83
CAH,44126.66667,48.77
CAH,44127.66667,49.34
CAH,44130.66667,48.03
CAH,44131.66667,47.48
CAH,44132.66667,45.96
CAH,44133.66667,45.61
CAH,44134.66667,45.79
CAH,44137.66667,47.52
CAH,44138.66667,48.79
CAH,44139.66667,49.44
CAH,44140.66667,53.06
CAH,44141.66667,52.64
CAH,44144.66667,55.41
CAH,44145.66667,57.37
CAH,44146.66667,56.23
CAH,44147.66667,56
CAH,44148.66667,57.43
CAH,44151.66667,58.47
CAH,44152.66667,54.68
CAH,44153.66667,53.32
CAH,44154.66667,52.29
CAH,44155.66667,51.86
CAH,44158.66667,52.29
CAH,44159.66667,53.97
CAH,44160.66667,53.77
CAH,44162.54167,53.78
CAH,44165.66667,54.59
CAH,44166.66667,54.03
CAH,44167.66667,55.65
CAH,44168.66667,55.43
CAH,44169.66667,56.99
CAH,44172.66667,55.4
CAH,44173.66667,56.47
CAH,44174.66667,56.15
CAH,44175.66667,55.45
CAH,44176.66667,54.28
CAH,44179.66667,53.55
CAH,44180.66667,54.92
CAH,44181.66667,54.24
CAH,44182.66667,54.22
CAH,44183.66667,54.96
CAH,44186.66667,54.02
CAH,44187.66667,53.63
CAH,44188.66667,53.86
CAH,44189.54167,53.8
CAH,44193.66667,53.66
CAH,44194.66667,53.5
CAH,44195.66667,53.49
